median	q25	q75	median_independent	q25_independent	q75_independent
-50.947	-52.221	-44.304	-51.571	-52.325	-51.03
-50.775	-51.974	-44.304	-51.515	-52.325	-51.021
-50.775	-51.933	-44.161	-51.515	-52.325	-50.816
-49.986	-51.611	-43.579	-51.484	-52.324	-50.816
-49.927	-51.375	-43.579	-51.484	-52.317	-50.788
-49.897	-51.375	-43.579	-51.286	-52.317	-50.788
-49.063	-51.375	-43.542	-51.286	-52.317	-50.788
-49.063	-51.375	-43.508	-51.286	-52.236	-50.716
-49.063	-51.375	-43.508	-51.286	-52.236	-50.716
-48.031	-51.375	-43.434	-51.281	-52.234	-50.708
-48.031	-51.375	-43.434	-51.281	-52.103	-50.675
-47.701	-51.375	-43.257	-51.281	-52.103	-50.611
-47.701	-51.375	-43.257	-51.281	-52.103	-50.541
-47.701	-51.375	-43.257	-51.269	-52.102	-50.526
-47.701	-51.375	-43.209	-51.269	-52.102	-50.526
-47.701	-51.375	-43.209	-51.269	-52.102	-50.523
-47.542	-51.375	-43.209	-51.269	-52.009	-50.523
-47.542	-51.353	-43.095	-51.269	-52.009	-50.508
-47.469	-51.353	-43.095	-51.269	-51.931	-50.508
-47.469	-51.353	-43.072	-51.269	-51.931	-50.405
-47.469	-51.353	-43.069	-51.269	-51.924	-50.399
-47.469	-51.353	-43.066	-51.269	-51.902	-50.393
-47.366	-51.318	-43.066	-51.264	-51.841	-50.342
-47.366	-51.318	-43.058	-51.264	-51.841	-50.342
-47.261	-51.318	-43.058	-51.25	-51.841	-50.333
-47.261	-51.318	-43.048	-51.25	-51.841	-50.333
-47.239	-51.318	-42.682	-51.25	-51.841	-50.333
-47.236	-51.138	-42.682	-51.24	-51.769	-50.306
-47.236	-51.138	-42.5	-51.24	-51.769	-50.306
-47.232	-51.138	-42.5	-51.24	-51.769	-50.289
-47.081	-51.138	-42.5	-51.24	-51.769	-50.289
-47.081	-51.138	-42.368	-51.24	-51.765	-50.289
-47.081	-51.138	-42.368	-51.24	-51.765	-50.289
-47.081	-51.138	-42.366	-51.232	-51.765	-50.289
-47.081	-50.995	-42.366	-51.232	-51.765	-50.281
-46.802	-50.995	-42.366	-51.203	-51.765	-50.279
-46.801	-50.956	-42.366	-51.203	-51.765	-50.279
-46.801	-50.956	-42.366	-51.203	-51.753	-50.279
-46.801	-50.956	-42.281	-51.203	-51.753	-50.279
-46.801	-50.956	-42.281	-51.203	-51.753	-50.279
-46.719	-50.92	-42.281	-51.203	-51.747	-50.279
-46.719	-50.92	-42.275	-51.193	-51.747	-50.267
-46.719	-50.914	-42.265	-51.193	-51.747	-50.267
-46.719	-50.914	-42.16	-51.193	-51.711	-50.267
-46.719	-50.914	-42.154	-51.193	-51.711	-50.256
-46.704	-50.914	-41.848	-51.193	-51.711	-50.256
-46.595	-50.914	-41.848	-51.193	-51.711	-50.256
-46.595	-50.914	-41.449	-51.192	-51.711	-50.256
-46.595	-50.914	-41.449	-51.192	-51.664	-50.256
-46.595	-50.914	-41.449	-51.187	-51.664	-50.255
-46.595	-50.914	-41.449	-51.187	-51.664	-50.255
-46.543	-50.914	-41.449	-51.187	-51.664	-50.255
-46.543	-50.914	-41.449	-51.187	-51.664	-50.253
-46.543	-50.914	-41.449	-51.186	-51.663	-50.253
-46.525	-50.914	-41.449	-51.186	-51.642	-50.253
-46.525	-50.914	-41.447	-51.186	-51.639	-50.246
-46.507	-50.909	-41.447	-51.186	-51.639	-50.246
-46.484	-50.909	-41.447	-51.186	-51.571	-50.246
-46.484	-50.909	-41.447	-51.186	-51.571	-50.245
-46.484	-50.909	-41.333	-51.186	-51.571	-50.241
-46.484	-50.909	-41.333	-51.186	-51.571	-50.241
-46.484	-50.896	-41.333	-51.186	-51.566	-50.241
-46.484	-50.896	-41.333	-51.186	-51.566	-50.241
-46.484	-50.896	-41.333	-51.186	-51.566	-50.241
-46.475	-50.896	-41.319	-51.186	-51.566	-50.241
-46.475	-50.896	-41.319	-51.186	-51.566	-50.239
-46.475	-50.896	-41.319	-51.182	-51.519	-50.239
-46.459	-50.601	-41.319	-51.13	-51.519	-50.239
-46.452	-50.601	-41.319	-51.13	-51.519	-50.239
-46.415	-50.601	-41.319	-51.13	-51.519	-50.178
-46.415	-50.56	-41.319	-51.13	-51.519	-50.178
-46.415	-50.56	-41.319	-51.13	-51.519	-50.178
-46.415	-50.56	-41.319	-51.124	-51.519	-50.178
-46.411	-50.539	-41.319	-51.123	-51.519	-50.178
-46.411	-50.539	-41.319	-51.123	-51.519	-50.178
-46.385	-50.539	-41.319	-51.123	-51.519	-50.178
-46.385	-50.539	-41.319	-51.033	-51.519	-50.174
-46.385	-49.889	-41.319	-51.033	-51.519	-50.174
-46.385	-49.889	-41.319	-51.033	-51.517	-50.174
-46.332	-49.889	-41.319	-51.033	-51.517	-50.174
-46.332	-49.889	-41.319	-51.033	-51.517	-50.174
-46.332	-49.826	-41.319	-51.033	-51.517	-50.173
-46.332	-49.703	-41.319	-51.028	-51.517	-50.173
-46.332	-49.703	-41.319	-51.028	-51.517	-50.173
-46.332	-49.703	-41.319	-51.021	-51.517	-50.173
-44.516	-49.628	-41.319	-51.021	-51.517	-50.173
-44.516	-49.628	-41.256	-51.017	-51.517	-50.173
-44.516	-49.628	-41.256	-51.014	-51.517	-50.173
-44.516	-49.628	-41.256	-51.014	-51.517	-50.173
-44.511	-49.628	-41.256	-51.014	-51.517	-50.173
-44.511	-49.628	-41.256	-51.014	-51.517	-50.173
-44.511	-49.628	-41.256	-51.014	-51.517	-50.171
-44.511	-49.628	-41.256	-51.014	-51.517	-50.171
-44.511	-49.414	-41.256	-51.014	-51.517	-50.132
-44.511	-49.414	-41.192	-51.014	-51.517	-50.132
-44.511	-49.414	-41.192	-51.005	-51.517	-50.132
-44.511	-49.414	-41.192	-51.005	-51.517	-50.132
-44.511	-49.414	-41.192	-51.005	-51.517	-50.132
-44.511	-49.412	-41.192	-51.005	-51.517	-50.132
-44.511	-49.412	-41.192	-51.005	-51.517	-50.132
-44.511	-49.412	-41.192	-51.005	-51.517	-50.132
-44.511	-49.412	-41.192	-51.005	-51.517	-50.132
-44.511	-49.412	-41.192	-51.005	-51.517	-50.132
-44.511	-49.175	-41.192	-51.005	-51.517	-50.132
-44.161	-49.175	-41.192	-51.005	-51.517	-50.132
-44.155	-49.122	-41.192	-51.004	-51.517	-50.132
-44.155	-49.122	-41.192	-51.004	-51.517	-50.132
-44.155	-49.122	-41.192	-51.004	-51.517	-50.132
-44.15	-49.122	-41.192	-51.004	-51.517	-50.132
-44.15	-49.122	-41.192	-51.004	-51.517	-50.132
-44.127	-49.122	-41.192	-51.004	-51.517	-50.132
-44.127	-49.122	-41.192	-51.004	-51.517	-50.132
-44.127	-49.122	-41.169	-51.004	-51.517	-50.132
-44.009	-49.122	-41.169	-51.004	-51.517	-50.132
-44.009	-49.122	-41.169	-50.987	-51.517	-50.132
-44.009	-49.122	-41.168	-50.987	-51.517	-50.131
-43.646	-49.122	-41.168	-50.987	-51.517	-50.131
-43.625	-49.122	-41.167	-50.987	-51.517	-50.131
-43.52	-48.737	-41.167	-50.987	-51.517	-50.131
-43.52	-48.737	-41.167	-50.987	-51.517	-50.131
-43.52	-48.72	-41.167	-50.987	-51.517	-50.131
-43.52	-48.72	-41.167	-50.987	-51.517	-50.131
-43.52	-47.983	-41.167	-50.987	-51.517	-50.131
-43.52	-47.983	-41.167	-50.977	-51.517	-50.131
-43.52	-47.983	-41.167	-50.974	-51.517	-50.131
-43.465	-47.932	-41.167	-50.974	-51.511	-50.131
-43.465	-47.932	-41.167	-50.974	-51.511	-50.131
-43.437	-47.887	-41.167	-50.974	-51.511	-50.131
-43.311	-47.718	-41.167	-50.974	-51.511	-50.131
-43.308	-47.718	-41.167	-50.974	-51.511	-50.13
-43.308	-47.718	-41.167	-50.974	-51.511	-50.13
-43.063	-47.62	-41.117	-50.974	-51.511	-50.13
-43.063	-47.62	-41.117	-50.974	-51.511	-50.13
-43.063	-47.62	-41.117	-50.974	-51.511	-50.13
-43.063	-47.62	-41.117	-50.974	-51.511	-50.13
-43.063	-47.62	-41.117	-50.974	-51.511	-50.13
-43.063	-47.62	-41.117	-50.973	-51.511	-50.13
-42.959	-47.62	-41.117	-50.973	-51.511	-50.13
-42.665	-47.62	-41.117	-50.973	-51.511	-50.13
-42.662	-47.592	-41.107	-50.973	-51.511	-50.13
-42.662	-47.592	-41.107	-50.973	-51.511	-50.13
-42.662	-47.592	-41.107	-50.973	-51.511	-50.13
-42.662	-47.592	-41.107	-50.973	-51.511	-50.13
-41.812	-47.592	-40.746	-50.973	-51.511	-50.13
-41.812	-47.592	-40.746	-50.964	-51.511	-50.13
-41.812	-47.461	-40.746	-50.964	-51.511	-50.13
-41.812	-47.461	-40.746	-50.964	-51.511	-50.13
-41.812	-47.461	-40.746	-50.964	-51.511	-50.13
-41.637	-47.461	-40.746	-50.964	-51.511	-50.13
-41.637	-47.43	-40.746	-50.964	-51.509	-50.13
-41.637	-47.43	-40.746	-50.964	-51.509	-50.13
-41.609	-47.43	-40.746	-50.964	-51.509	-50.13
-41.609	-47.43	-40.746	-50.964	-51.509	-50.13
-41.449	-47.4	-40.746	-50.964	-51.509	-50.13
-41.449	-47.4	-40.746	-50.964	-51.509	-50.13
-41.449	-47.4	-40.746	-50.964	-51.509	-50.13
-41.449	-47.4	-40.746	-50.964	-51.509	-50.13
-41.449	-47.233	-40.746	-50.964	-51.509	-50.13
-41.449	-47.233	-40.746	-50.964	-51.509	-50.13
-41.449	-46.867	-40.746	-50.964	-51.509	-50.13
-41.449	-46.867	-40.746	-50.964	-51.509	-50.13
-41.449	-46.354	-40.746	-50.964	-51.509	-50.13
-41.449	-46.354	-40.746	-50.964	-51.509	-50.13
-41.447	-46.354	-40.746	-50.964	-51.493	-50.13
-41.447	-46.354	-40.746	-50.964	-51.493	-50.13
-41.391	-46.354	-40.746	-50.964	-51.493	-50.13
-41.391	-46.354	-40.746	-50.964	-51.493	-50.13
-41.306	-46.273	-40.746	-50.964	-51.468	-50.13
-41.291	-46.273	-40.746	-50.964	-51.468	-50.13
-41.289	-46.273	-40.746	-50.964	-51.468	-50.13
-41.289	-46.273	-40.746	-50.964	-51.468	-50.13
-41.131	-44.944	-40.724	-50.964	-51.468	-50.13
-41.131	-44.944	-40.724	-50.954	-51.462	-50.13
-41.131	-44.944	-40.724	-50.954	-51.462	-50.13
-41.131	-44.944	-40.724	-50.954	-51.462	-50.13
-41.131	-44.944	-40.724	-50.954	-51.462	-50.13
-41.131	-44.825	-40.724	-50.954	-51.462	-50.13
-41.131	-44.825	-40.724	-50.954	-51.462	-50.13
-41.131	-44.825	-40.711	-50.952	-51.461	-50.13
-41.131	-44.825	-40.711	-50.952	-51.461	-50.13
-41.131	-44.825	-40.711	-50.952	-51.461	-50.13
-41.131	-44.825	-40.711	-50.952	-51.461	-50.13
-41.131	-44.825	-40.711	-50.952	-51.461	-50.13
-41.131	-44.825	-40.711	-50.952	-51.461	-50.13
-41.131	-44.8	-40.711	-50.952	-51.461	-50.13
-41.131	-44.8	-40.658	-50.952	-51.461	-50.13
-41.131	-44.8	-40.658	-50.952	-51.461	-50.13
-41.131	-44.8	-40.658	-50.952	-51.461	-50.13
-41.131	-44.631	-40.658	-50.952	-51.461	-50.13
-41.131	-44.631	-40.658	-50.949	-51.461	-50.13
-41.131	-44.631	-40.658	-50.949	-51.461	-50.13
-41.131	-44.631	-40.658	-50.943	-51.461	-50.13
-41.128	-44.631	-40.658	-50.943	-51.461	-50.13
-41.128	-44.631	-40.658	-50.94	-51.461	-50.13
-41.128	-44.631	-40.658	-50.94	-51.461	-50.13
-41.128	-44.631	-40.656	-50.936	-51.461	-50.13
-41.128	-44.631	-40.656	-50.936	-51.461	-50.13
-41.128	-44.631	-40.647	-50.936	-51.461	-50.13
-41.128	-44.574	-40.647	-50.936	-51.461	-50.13
-41.128	-44.574	-40.647	-50.936	-51.461	-50.13
-41.128	-44.574	-40.647	-50.936	-51.461	-50.13
-41.128	-44.574	-40.647	-50.936	-51.461	-50.13
-41.128	-44.574	-40.647	-50.936	-51.461	-50.13
-41.128	-44.574	-40.647	-50.936	-51.461	-50.13
-41.128	-44.574	-40.647	-50.936	-51.461	-50.13
-41.128	-44.574	-40.647	-50.936	-51.461	-50.13
-41.128	-44.574	-40.647	-50.936	-51.461	-50.13
-41.128	-44.574	-40.647	-50.936	-51.461	-50.13
-41.128	-44.574	-40.647	-50.936	-51.461	-50.13
-41.128	-44.574	-40.647	-50.936	-51.461	-50.13
-41.128	-44.574	-40.647	-50.936	-51.46	-50.13
-41.128	-44.574	-40.647	-50.936	-51.46	-50.13
-41.128	-44.574	-40.647	-50.936	-51.46	-50.13
-41.128	-44.539	-40.647	-50.936	-51.46	-50.13
-41.128	-44.539	-40.647	-50.936	-51.46	-50.13
-41.128	-44.539	-40.647	-50.936	-51.46	-50.13
-41.128	-44.539	-40.647	-50.936	-51.46	-50.13
-41.128	-44.539	-40.647	-50.936	-51.46	-50.13
-41.128	-44.539	-40.647	-50.936	-51.46	-50.13
-41.128	-44.539	-40.647	-50.936	-51.46	-50.13
-41.128	-44.539	-40.647	-50.936	-51.46	-50.13
-41.128	-44.539	-40.647	-50.936	-51.46	-50.13
-41.128	-44.539	-40.647	-50.936	-51.46	-50.13
-41.128	-44.539	-40.647	-50.936	-51.46	-50.13
-41.128	-44.539	-40.647	-50.936	-51.46	-50.13
-41.128	-44.539	-40.647	-50.934	-51.46	-50.13
-41.128	-44.539	-40.647	-50.916	-51.46	-50.13
-41.128	-44.539	-40.647	-50.916	-51.46	-50.13
-41.128	-44.539	-40.644	-50.916	-51.46	-50.13
-41.128	-44.536	-40.644	-50.916	-51.46	-50.13
-41.128	-44.536	-40.644	-50.916	-51.46	-50.13
-41.128	-44.536	-40.644	-50.916	-51.46	-50.13
-41.128	-44.529	-40.644	-50.916	-51.46	-50.13
-41.128	-44.529	-40.644	-50.916	-51.46	-50.13
-41.128	-44.529	-40.644	-50.916	-51.46	-50.13
-41.128	-44.529	-40.644	-50.916	-51.46	-50.13
-41.128	-44.529	-40.644	-50.916	-51.46	-50.13
-41.128	-44.529	-40.644	-50.916	-51.46	-50.13
-41.128	-44.529	-40.644	-50.916	-51.46	-50.13
-41.128	-44.529	-40.636	-50.916	-51.46	-50.13
-41.128	-44.529	-40.636	-50.916	-51.46	-50.13
-41.128	-44.526	-40.636	-50.916	-51.46	-50.13
-41.128	-44.526	-40.636	-50.916	-51.46	-50.13
-41.128	-44.526	-40.636	-50.916	-51.46	-50.13
-41.128	-44.399	-40.636	-50.916	-51.46	-50.13
-41.128	-44.399	-40.636	-50.914	-51.46	-50.13
-41.128	-44.399	-40.636	-50.914	-51.46	-50.13
-41.128	-44.399	-40.636	-50.914	-51.46	-50.13
-41.128	-44.399	-40.636	-50.914	-51.46	-50.13
-41.128	-44.399	-40.636	-50.914	-51.46	-50.13
-41.128	-44.399	-40.636	-50.914	-51.46	-50.13
-41.128	-44.399	-40.636	-50.914	-51.46	-50.13
-41.128	-43.623	-40.636	-50.914	-51.46	-50.13
-41.128	-43.623	-40.636	-50.914	-51.46	-50.13
-41.128	-43.623	-40.636	-50.914	-51.46	-50.13
-41.128	-43.623	-40.636	-50.914	-51.46	-50.13
-41.128	-43.623	-40.636	-50.914	-51.46	-50.13
-41.128	-43.623	-40.636	-50.914	-51.46	-50.13
-41.128	-43.623	-40.589	-50.914	-51.46	-50.13
-41.128	-43.623	-40.589	-50.914	-51.46	-50.13
-41.128	-43.623	-40.589	-50.914	-51.46	-50.129
-41.128	-43.623	-40.589	-50.914	-51.46	-50.129
-41.128	-43.623	-40.589	-50.914	-51.46	-50.129
-41.128	-43.623	-40.589	-50.914	-51.46	-50.129
-41.128	-43.623	-40.589	-50.914	-51.46	-50.129
-41.128	-43.623	-40.589	-50.914	-51.46	-50.129
-41.128	-43.623	-40.589	-50.914	-51.46	-50.129
-41.128	-43.616	-40.589	-50.913	-51.46	-50.129
-41.128	-43.616	-40.589	-50.913	-51.46	-50.129
-41.128	-43.616	-40.589	-50.913	-51.46	-50.129
-41.128	-43.616	-40.589	-50.913	-51.46	-50.129
-41.128	-43.616	-40.589	-50.913	-51.46	-50.129
-41.128	-43.616	-40.589	-50.913	-51.46	-50.129
-41.128	-43.616	-40.589	-50.913	-51.46	-50.129
-41.128	-43.616	-40.589	-50.913	-51.46	-50.129
-41.128	-43.616	-40.589	-50.913	-51.46	-50.129
-41.128	-43.616	-40.589	-50.913	-51.46	-50.129
-41.128	-43.616	-40.589	-50.913	-51.46	-50.129
-41.128	-43.616	-40.589	-50.913	-51.46	-50.129
-41.128	-43.616	-40.589	-50.913	-51.46	-50.129
-41.128	-43.616	-40.589	-50.913	-51.46	-50.129
-41.128	-43.616	-40.589	-50.913	-51.46	-50.129
-41.128	-43.616	-40.589	-50.913	-51.46	-50.129
-41.128	-43.616	-40.589	-50.913	-51.46	-50.129
-41.128	-43.616	-40.589	-50.913	-51.46	-50.129
-41.128	-43.616	-40.589	-50.913	-51.46	-50.129
-41.128	-43.59	-40.589	-50.913	-51.46	-50.129
-41.128	-43.59	-40.589	-50.913	-51.46	-50.129
-41.128	-43.59	-40.589	-50.913	-51.46	-50.129
-41.128	-43.59	-40.589	-50.913	-51.46	-50.129
-41.128	-43.59	-40.589	-50.913	-51.46	-50.129
-41.128	-43.59	-40.589	-50.913	-51.46	-50.129
-41.128	-43.59	-40.589	-50.913	-51.46	-50.129
-41.128	-43.59	-40.589	-50.913	-51.46	-50.129
-41.128	-43.59	-40.589	-50.913	-51.46	-50.129
-41.128	-43.59	-40.589	-50.913	-51.46	-50.129
-41.128	-43.59	-40.589	-50.913	-51.46	-50.129
-41.128	-43.582	-40.589	-50.913	-51.46	-50.127
-41.128	-43.582	-40.589	-50.913	-51.457	-50.127
-41.128	-43.582	-40.589	-50.913	-51.457	-50.127
-41.128	-43.582	-40.589	-50.913	-51.457	-50.127
-41.128	-43.173	-40.589	-50.913	-51.457	-50.127
-41.128	-43.173	-40.589	-50.913	-51.457	-50.127
-41.128	-43.173	-40.589	-50.913	-51.457	-50.127
-41.128	-43.173	-40.588	-50.913	-51.457	-50.127
-41.128	-43.173	-40.588	-50.913	-51.457	-50.127
-41.128	-43.173	-40.588	-50.913	-51.457	-50.127
-41.128	-43.173	-40.588	-50.913	-51.457	-50.127
-41.128	-43.173	-40.588	-50.913	-51.457	-50.127
-41.128	-43.173	-40.588	-50.913	-51.457	-50.127
-41.128	-43.173	-40.588	-50.913	-51.457	-50.127
-41.128	-43.173	-40.588	-50.913	-51.457	-50.127
-41.128	-43.173	-40.588	-50.913	-51.457	-50.127
-41.128	-43.173	-40.588	-50.913	-51.457	-50.127
-41.128	-43.173	-40.588	-50.913	-51.457	-50.127
-41.128	-43.173	-40.588	-50.913	-51.457	-50.127
-41.128	-43.173	-40.588	-50.913	-51.457	-50.127
-41.128	-43.173	-40.588	-50.913	-51.457	-50.127
-41.128	-43.173	-40.588	-50.913	-51.457	-50.127
-41.128	-43.173	-40.588	-50.913	-51.457	-50.127
-41.128	-43.173	-40.588	-50.913	-51.457	-50.127
-41.128	-43.173	-40.588	-50.913	-51.457	-50.127
-41.128	-43.173	-40.588	-50.913	-51.457	-50.127
-41.128	-43.173	-40.588	-50.913	-51.457	-50.127
-41.128	-43.173	-40.588	-50.91	-51.457	-50.127
-41.128	-43.173	-40.588	-50.91	-51.457	-50.127
-41.128	-43.173	-40.588	-50.91	-51.457	-50.127
-41.128	-43.173	-40.588	-50.91	-51.457	-50.126
-41.128	-43.173	-40.588	-50.91	-51.457	-50.126
-41.128	-43.173	-40.588	-50.91	-51.457	-50.126
-41.128	-43.173	-40.588	-50.91	-51.457	-50.126
-41.128	-43.173	-40.588	-50.91	-51.457	-50.126
-41.128	-43.173	-40.588	-50.91	-51.451	-50.126
-41.128	-43.173	-40.588	-50.91	-51.451	-50.126
-41.128	-43.173	-40.588	-50.91	-51.451	-50.126
-40.97	-42.903	-40.588	-50.91	-51.451	-50.126
-40.97	-42.808	-40.588	-50.91	-51.451	-50.126
-40.97	-42.808	-40.588	-50.91	-51.451	-50.126
-40.97	-42.808	-40.588	-50.91	-51.451	-50.126
-40.97	-42.808	-40.588	-50.91	-51.451	-50.126
-40.97	-42.808	-40.588	-50.91	-51.43	-50.126
-40.97	-42.808	-40.588	-50.91	-51.43	-50.126
-40.97	-42.808	-40.588	-50.91	-51.43	-50.126
-40.97	-42.808	-40.588	-50.91	-51.43	-50.126
-40.97	-42.808	-40.588	-50.91	-51.43	-50.126
-40.97	-42.808	-40.588	-50.91	-51.43	-50.126
-40.97	-42.808	-40.588	-50.91	-51.43	-50.126
-40.97	-42.808	-40.584	-50.91	-51.43	-50.126
-40.97	-42.808	-40.584	-50.91	-51.429	-50.126
-40.97	-42.808	-40.584	-50.91	-51.429	-50.126
-40.97	-42.808	-40.584	-50.91	-51.429	-50.126
-40.97	-42.808	-40.584	-50.91	-51.425	-50.126
-40.97	-42.808	-40.584	-50.91	-51.425	-50.126
-40.957	-42.806	-40.584	-50.91	-51.417	-50.126
-40.957	-42.792	-40.584	-50.91	-51.417	-50.126
-40.957	-42.792	-40.584	-50.91	-51.417	-50.126
-40.957	-42.792	-40.584	-50.91	-51.417	-50.126
-40.957	-42.792	-40.584	-50.91	-51.417	-50.126
-40.931	-42.792	-40.584	-50.91	-51.417	-50.126
-40.931	-42.792	-40.584	-50.91	-51.417	-50.126
-40.931	-42.792	-40.584	-50.91	-51.417	-50.126
-40.931	-42.792	-40.584	-50.91	-51.417	-50.126
-40.931	-42.792	-40.584	-50.91	-51.416	-50.126
-40.931	-42.792	-40.584	-50.91	-51.416	-50.125
-40.931	-42.792	-40.584	-50.91	-51.416	-50.125
-40.931	-42.792	-40.584	-50.91	-51.416	-50.125
-40.931	-42.792	-40.584	-50.91	-51.416	-50.125
-40.931	-42.792	-40.584	-50.91	-51.416	-50.125
-40.931	-42.792	-40.584	-50.91	-51.416	-50.125
-40.931	-42.792	-40.584	-50.91	-51.416	-50.125
-40.931	-42.792	-40.584	-50.91	-51.416	-50.125
-40.931	-42.792	-40.584	-50.91	-51.414	-50.125
-40.931	-42.779	-40.584	-50.91	-51.414	-50.125
-40.931	-42.779	-40.584	-50.91	-51.414	-50.125
-40.931	-42.779	-40.584	-50.91	-51.414	-50.125
-40.916	-42.779	-40.584	-50.91	-51.414	-50.125
-40.916	-42.779	-40.584	-50.91	-51.414	-50.125
-40.916	-42.779	-40.584	-50.91	-51.414	-50.125
-40.916	-42.779	-40.584	-50.91	-51.414	-50.125
-40.916	-42.779	-40.584	-50.91	-51.414	-50.125
-40.916	-42.779	-40.584	-50.91	-51.412	-50.125
-40.916	-42.779	-40.584	-50.91	-51.412	-50.125
-40.916	-42.296	-40.584	-50.91	-51.412	-50.125
-40.916	-42.296	-40.584	-50.91	-51.412	-50.125
-40.916	-42.296	-40.584	-50.91	-51.412	-50.125
-40.916	-42.296	-40.584	-50.91	-51.412	-50.125
-40.916	-42.296	-40.584	-50.91	-51.412	-50.125
-40.916	-42.296	-40.584	-50.91	-51.412	-50.125
-40.916	-42.296	-40.584	-50.91	-51.412	-50.125
-40.916	-42.296	-40.584	-50.91	-51.412	-50.125
-40.916	-42.296	-40.584	-50.91	-51.412	-50.125
-40.916	-42.294	-40.584	-50.91	-51.401	-50.125
-40.916	-42.294	-40.584	-50.91	-51.401	-50.125
-40.916	-42.294	-40.584	-50.91	-51.401	-50.125
-40.916	-42.294	-40.584	-50.91	-51.401	-50.125
-40.916	-42.294	-40.584	-50.91	-51.401	-50.125
-40.916	-42.294	-40.584	-50.91	-51.401	-50.125
-40.916	-42.294	-40.584	-50.91	-51.401	-50.125
-40.916	-42.294	-40.584	-50.91	-51.401	-50.125
-40.916	-42.294	-40.584	-50.905	-51.401	-50.125
