generation,class,fitness_mean,fitness_std,n,fitness_median,fitness_q1,fitness_q3
13,-3,-195.8005975361193,0.0,1,-195.8005975361193,-195.8005975361193,-195.8005975361193
13,-1,-222.72750523077468,0.0,1,-222.72750523077468,-222.72750523077468,-222.72750523077468
13,0,-273.8935254003895,0.0,1,-273.8935254003895,-273.8935254003895,-273.8935254003895
14,-3,-195.8005975361193,0.0,1,-195.8005975361193,-195.8005975361193,-195.8005975361193
14,-1,-222.7165433330871,0.0,1,-222.7165433330871,-222.7165433330871,-222.7165433330871
14,0,-269.6702189105293,0.0,1,-269.6702189105293,-269.6702189105293,-269.6702189105293
15,-3,-195.8005975361193,0.0,1,-195.8005975361193,-195.8005975361193,-195.8005975361193
15,-1,-213.66821023112158,0.0,1,-213.66821023112158,-213.66821023112158,-213.66821023112158
15,0,-269.6702189105293,0.0,1,-269.6702189105293,-269.6702189105293,-269.6702189105293
16,-3,-190.24927077809215,0.0,1,-190.24927077809215,-190.24927077809215,-190.24927077809215
16,-1,-208.38580474994225,0.0,1,-208.38580474994225,-208.38580474994225,-208.38580474994225
16,0,-261.1172760401917,0.0,1,-261.1172760401917,-261.1172760401917,-261.1172760401917
17,-3,-190.24927077809215,0.0,1,-190.24927077809215,-190.24927077809215,-190.24927077809215
17,-1,-207.26220861713313,0.0,1,-207.26220861713313,-207.26220861713313,-207.26220861713313
17,0,-257.178568847661,0.0,1,-257.178568847661,-257.178568847661,-257.178568847661
18,-3,-190.24927077809215,0.0,1,-190.24927077809215,-190.24927077809215,-190.24927077809215
18,-1,-204.87132108195377,0.0,1,-204.87132108195377,-204.87132108195377,-204.87132108195377
18,0,-255.65621020152517,0.0,1,-255.65621020152517,-255.65621020152517,-255.65621020152517
19,-3,-190.24927077809215,0.0,1,-190.24927077809215,-190.24927077809215,-190.24927077809215
19,-1,-202.05178396785524,0.0,1,-202.05178396785524,-202.05178396785524,-202.05178396785524
19,0,-242.71330422936572,0.0,1,-242.71330422936572,-242.71330422936572,-242.71330422936572
20,-3,-190.24927077809215,0.0,1,-190.24927077809215,-190.24927077809215,-190.24927077809215
20,-1,-202.05178396785524,0.0,1,-202.05178396785524,-202.05178396785524,-202.05178396785524
20,0,-242.71330422936572,0.0,1,-242.71330422936572,-242.71330422936572,-242.71330422936572
21,-3,-190.24927077809215,0.0,1,-190.24927077809215,-190.24927077809215,-190.24927077809215
21,-1,-200.17708832189481,0.0,1,-200.17708832189481,-200.17708832189481,-200.17708832189481
21,0,-242.71330422936572,0.0,1,-242.71330422936572,-242.71330422936572,-242.71330422936572
22,-3,-190.24927077809215,0.0,1,-190.24927077809215,-190.24927077809215,-190.24927077809215
22,-1,-198.28492279757538,0.0,1,-198.28492279757538,-198.28492279757538,-198.28492279757538
22,0,-242.71330422936572,0.0,1,-242.71330422936572,-242.71330422936572,-242.71330422936572
23,-3,-187.54847794619832,0.0,1,-187.54847794619832,-187.54847794619832,-187.54847794619832
23,-1,-198.28492279757538,0.0,1,-198.28492279757538,-198.28492279757538,-198.28492279757538
23,0,-234.58557086977595,0.0,1,-234.58557086977595,-234.58557086977595,-234.58557086977595
24,-3,-187.54847794619832,0.0,1,-187.54847794619832,-187.54847794619832,-187.54847794619832
24,-1,-198.28492279757538,0.0,1,-198.28492279757538,-198.28492279757538,-198.28492279757538
24,0,-234.58557086977595,0.0,1,-234.58557086977595,-234.58557086977595,-234.58557086977595
25,-3,-187.54847794619832,0.0,1,-187.54847794619832,-187.54847794619832,-187.54847794619832
25,-1,-196.83629695244682,0.0,1,-196.83629695244682,-196.83629695244682,-196.83629695244682
25,0,-221.5286076450554,0.0,1,-221.5286076450554,-221.5286076450554,-221.5286076450554
26,-3,-187.54847794619832,0.0,1,-187.54847794619832,-187.54847794619832,-187.54847794619832
26,-1,-196.83629695244682,0.0,1,-196.83629695244682,-196.83629695244682,-196.83629695244682
26,0,-202.489224664029,0.0,1,-202.489224664029,-202.489224664029,-202.489224664029
27,-3,-187.54847794619832,0.0,1,-187.54847794619832,-187.54847794619832,-187.54847794619832
27,-1,-193.83201803297058,0.0,1,-193.83201803297058,-193.83201803297058,-193.83201803297058
27,0,-202.489224664029,0.0,1,-202.489224664029,-202.489224664029,-202.489224664029
28,-3,-186.83771856515358,0.0,1,-186.83771856515358,-186.83771856515358,-186.83771856515358
28,-1,-193.83201803297058,0.0,1,-193.83201803297058,-193.83201803297058,-193.83201803297058
28,0,-202.489224664029,0.0,1,-202.489224664029,-202.489224664029,-202.489224664029
29,-3,-186.83771856515358,0.0,1,-186.83771856515358,-186.83771856515358,-186.83771856515358
29,-1,-193.83201803297058,0.0,1,-193.83201803297058,-193.83201803297058,-193.83201803297058
29,0,-202.489224664029,0.0,1,-202.489224664029,-202.489224664029,-202.489224664029
30,-3,-186.83771856515358,0.0,1,-186.83771856515358,-186.83771856515358,-186.83771856515358
30,-1,-193.83201803297058,0.0,1,-193.83201803297058,-193.83201803297058,-193.83201803297058
30,0,-202.489224664029,0.0,1,-202.489224664029,-202.489224664029,-202.489224664029
31,-3,-186.83771856515358,0.0,1,-186.83771856515358,-186.83771856515358,-186.83771856515358
31,-1,-193.83201803297058,0.0,1,-193.83201803297058,-193.83201803297058,-193.83201803297058
31,0,-202.489224664029,0.0,1,-202.489224664029,-202.489224664029,-202.489224664029
32,-3,-185.46316366805917,0.0,1,-185.46316366805917,-185.46316366805917,-185.46316366805917
32,-1,-193.83201803297058,0.0,1,-193.83201803297058,-193.83201803297058,-193.83201803297058
32,0,-202.489224664029,0.0,1,-202.489224664029,-202.489224664029,-202.489224664029
33,-3,-185.46316366805917,0.0,1,-185.46316366805917,-185.46316366805917,-185.46316366805917
33,-1,-193.83201803297058,0.0,1,-193.83201803297058,-193.83201803297058,-193.83201803297058
33,0,-202.489224664029,0.0,1,-202.489224664029,-202.489224664029,-202.489224664029
34,-3,-185.46316366805917,0.0,1,-185.46316366805917,-185.46316366805917,-185.46316366805917
34,-1,-193.83201803297058,0.0,1,-193.83201803297058,-193.83201803297058,-193.83201803297058
34,0,-199.282337658731,0.0,1,-199.282337658731,-199.282337658731,-199.282337658731
35,-3,-185.46316366805917,0.0,1,-185.46316366805917,-185.46316366805917,-185.46316366805917
35,-1,-193.83201803297058,0.0,1,-193.83201803297058,-193.83201803297058,-193.83201803297058
35,0,-199.282337658731,0.0,1,-199.282337658731,-199.282337658731,-199.282337658731
36,-3,-185.46316366805917,0.0,1,-185.46316366805917,-185.46316366805917,-185.46316366805917
36,-1,-193.75790994413666,0.0,1,-193.75790994413666,-193.75790994413666,-193.75790994413666
36,0,-199.282337658731,0.0,1,-199.282337658731,-199.282337658731,-199.282337658731
37,-3,-185.46316366805917,0.0,1,-185.46316366805917,-185.46316366805917,-185.46316366805917
37,-1,-193.75790994413666,0.0,1,-193.75790994413666,-193.75790994413666,-193.75790994413666
37,0,-199.12242812675504,0.0,1,-199.12242812675504,-199.12242812675504,-199.12242812675504
38,-3,-185.46316366805917,0.0,1,-185.46316366805917,-185.46316366805917,-185.46316366805917
38,-1,-193.75790994413666,0.0,1,-193.75790994413666,-193.75790994413666,-193.75790994413666
38,0,-199.12242812675504,0.0,1,-199.12242812675504,-199.12242812675504,-199.12242812675504
39,-3,-185.46316366805917,0.0,1,-185.46316366805917,-185.46316366805917,-185.46316366805917
39,-1,-193.75790994413666,0.0,1,-193.75790994413666,-193.75790994413666,-193.75790994413666
39,0,-197.20886188698844,0.0,1,-197.20886188698844,-197.20886188698844,-197.20886188698844
40,-3,-185.46316366805917,0.0,1,-185.46316366805917,-185.46316366805917,-185.46316366805917
40,-1,-191.17385347537092,0.0,1,-191.17385347537092,-191.17385347537092,-191.17385347537092
40,0,-197.20886188698844,0.0,1,-197.20886188698844,-197.20886188698844,-197.20886188698844
41,-3,-183.84774904102503,0.0,1,-183.84774904102503,-183.84774904102503,-183.84774904102503
41,-1,-191.17385347537092,0.0,1,-191.17385347537092,-191.17385347537092,-191.17385347537092
41,0,-197.20886188698844,0.0,1,-197.20886188698844,-197.20886188698844,-197.20886188698844
42,-4,-180.774283649825,0.0,1,-180.774283649825,-180.774283649825,-180.774283649825
42,-3,-183.84774904102503,0.0,1,-183.84774904102503,-183.84774904102503,-183.84774904102503
42,-1,-190.88227489496296,0.0,1,-190.88227489496296,-190.88227489496296,-190.88227489496296
42,0,-195.80553228160602,0.0,1,-195.80553228160602,-195.80553228160602,-195.80553228160602
43,-4,-180.774283649825,0.0,1,-180.774283649825,-180.774283649825,-180.774283649825
43,-3,-183.84774904102503,0.0,1,-183.84774904102503,-183.84774904102503,-183.84774904102503
43,-1,-189.5392008839246,0.0,1,-189.5392008839246,-189.5392008839246,-189.5392008839246
43,0,-195.80553228160602,0.0,1,-195.80553228160602,-195.80553228160602,-195.80553228160602
44,-4,-180.774283649825,0.0,1,-180.774283649825,-180.774283649825,-180.774283649825
44,-3,-181.52085543284988,0.0,1,-181.52085543284988,-181.52085543284988,-181.52085543284988
44,-1,-189.5392008839246,0.0,1,-189.5392008839246,-189.5392008839246,-189.5392008839246
44,0,-195.80553228160602,0.0,1,-195.80553228160602,-195.80553228160602,-195.80553228160602
45,-4,-180.774283649825,0.0,1,-180.774283649825,-180.774283649825,-180.774283649825
45,-3,-181.52085543284988,0.0,1,-181.52085543284988,-181.52085543284988,-181.52085543284988
45,-1,-187.31155876207816,0.0,1,-187.31155876207816,-187.31155876207816,-187.31155876207816
45,0,-195.80553228160602,0.0,1,-195.80553228160602,-195.80553228160602,-195.80553228160602
46,-4,-180.774283649825,0.0,1,-180.774283649825,-180.774283649825,-180.774283649825
46,-3,-181.52085543284988,0.0,1,-181.52085543284988,-181.52085543284988,-181.52085543284988
46,-1,-187.31155876207816,0.0,1,-187.31155876207816,-187.31155876207816,-187.31155876207816
46,0,-195.80553228160602,0.0,1,-195.80553228160602,-195.80553228160602,-195.80553228160602
47,-4,-180.774283649825,0.0,1,-180.774283649825,-180.774283649825,-180.774283649825
47,-3,-181.52085543284988,0.0,1,-181.52085543284988,-181.52085543284988,-181.52085543284988
47,-1,-186.26381812587164,0.0,1,-186.26381812587164,-186.26381812587164,-186.26381812587164
47,0,-195.79921373532127,0.0,1,-195.79921373532127,-195.79921373532127,-195.79921373532127
48,-4,-180.774283649825,0.0,1,-180.774283649825,-180.774283649825,-180.774283649825
48,-3,-181.52085543284988,0.0,1,-181.52085543284988,-181.52085543284988,-181.52085543284988
48,-1,-186.26381812587164,0.0,1,-186.26381812587164,-186.26381812587164,-186.26381812587164
48,0,-195.67052158985064,0.0,1,-195.67052158985064,-195.67052158985064,-195.67052158985064
49,-4,-180.72780675471608,0.0,1,-180.72780675471608,-180.72780675471608,-180.72780675471608
49,-3,-181.52085543284988,0.0,1,-181.52085543284988,-181.52085543284988,-181.52085543284988
49,-1,-186.26381812587164,0.0,1,-186.26381812587164,-186.26381812587164,-186.26381812587164
49,0,-195.67052158985064,0.0,1,-195.67052158985064,-195.67052158985064,-195.67052158985064
50,-4,-180.72780675471608,0.0,1,-180.72780675471608,-180.72780675471608,-180.72780675471608
50,-3,-181.52085543284988,0.0,1,-181.52085543284988,-181.52085543284988,-181.52085543284988
50,-1,-186.26381812587164,0.0,1,-186.26381812587164,-186.26381812587164,-186.26381812587164
50,0,-195.67052158985064,0.0,1,-195.67052158985064,-195.67052158985064,-195.67052158985064
51,-4,-180.72780675471608,0.0,1,-180.72780675471608,-180.72780675471608,-180.72780675471608
51,-3,-181.52085543284988,0.0,1,-181.52085543284988,-181.52085543284988,-181.52085543284988
51,-1,-186.26381812587164,0.0,1,-186.26381812587164,-186.26381812587164,-186.26381812587164
51,0,-195.3125334910032,0.0,1,-195.3125334910032,-195.3125334910032,-195.3125334910032
52,-4,-180.72780675471608,0.0,1,-180.72780675471608,-180.72780675471608,-180.72780675471608
52,-3,-181.52085543284988,0.0,1,-181.52085543284988,-181.52085543284988,-181.52085543284988
52,-1,-186.26381812587164,0.0,1,-186.26381812587164,-186.26381812587164,-186.26381812587164
52,0,-195.3125334910032,0.0,1,-195.3125334910032,-195.3125334910032,-195.3125334910032
53,-4,-180.72780675471608,0.0,1,-180.72780675471608,-180.72780675471608,-180.72780675471608
53,-3,-181.52085543284988,0.0,1,-181.52085543284988,-181.52085543284988,-181.52085543284988
53,-1,-186.26381812587164,0.0,1,-186.26381812587164,-186.26381812587164,-186.26381812587164
53,0,-195.3125334910032,0.0,1,-195.3125334910032,-195.3125334910032,-195.3125334910032
54,-4,-180.72780675471608,0.0,1,-180.72780675471608,-180.72780675471608,-180.72780675471608
54,-3,-181.52085543284988,0.0,1,-181.52085543284988,-181.52085543284988,-181.52085543284988
54,-1,-186.26381812587164,0.0,1,-186.26381812587164,-186.26381812587164,-186.26381812587164
54,0,-195.02345484808845,0.0,1,-195.02345484808845,-195.02345484808845,-195.02345484808845
55,-4,-180.72780675471608,0.0,1,-180.72780675471608,-180.72780675471608,-180.72780675471608
55,-3,-181.52085543284988,0.0,1,-181.52085543284988,-181.52085543284988,-181.52085543284988
55,-1,-182.49688682047807,0.0,1,-182.49688682047807,-182.49688682047807,-182.49688682047807
55,0,-195.02345484808845,0.0,1,-195.02345484808845,-195.02345484808845,-195.02345484808845
56,-4,-180.72780675471608,0.0,1,-180.72780675471608,-180.72780675471608,-180.72780675471608
56,-3,-181.52085543284988,0.0,1,-181.52085543284988,-181.52085543284988,-181.52085543284988
56,-1,-182.4786416176083,0.0,1,-182.4786416176083,-182.4786416176083,-182.4786416176083
56,0,-194.9814274000112,0.0,1,-194.9814274000112,-194.9814274000112,-194.9814274000112
57,-4,-180.72780675471608,0.0,1,-180.72780675471608,-180.72780675471608,-180.72780675471608
57,-3,-181.11541428119898,0.0,1,-181.11541428119898,-181.11541428119898,-181.11541428119898
57,-1,-182.4786416176083,0.0,1,-182.4786416176083,-182.4786416176083,-182.4786416176083
57,0,-194.9814274000112,0.0,1,-194.9814274000112,-194.9814274000112,-194.9814274000112
58,-4,-180.72780675471608,0.0,1,-180.72780675471608,-180.72780675471608,-180.72780675471608
58,-3,-181.11541428119898,0.0,1,-181.11541428119898,-181.11541428119898,-181.11541428119898
58,-1,-182.4786416176083,0.0,1,-182.4786416176083,-182.4786416176083,-182.4786416176083
58,0,-194.9814274000112,0.0,1,-194.9814274000112,-194.9814274000112,-194.9814274000112
59,-4,-180.72780675471608,0.0,1,-180.72780675471608,-180.72780675471608,-180.72780675471608
59,-3,-181.11541428119898,0.0,1,-181.11541428119898,-181.11541428119898,-181.11541428119898
59,-1,-182.4786416176083,0.0,1,-182.4786416176083,-182.4786416176083,-182.4786416176083
59,0,-194.9814274000112,0.0,1,-194.9814274000112,-194.9814274000112,-194.9814274000112
60,-4,-178.62662811191836,0.0,1,-178.62662811191836,-178.62662811191836,-178.62662811191836
60,-3,-180.89169977709864,0.0,1,-180.89169977709864,-180.89169977709864,-180.89169977709864
60,-1,-182.4786416176083,0.0,1,-182.4786416176083,-182.4786416176083,-182.4786416176083
60,0,-194.9814274000112,0.0,1,-194.9814274000112,-194.9814274000112,-194.9814274000112
61,-4,-178.62662811191836,0.0,1,-178.62662811191836,-178.62662811191836,-178.62662811191836
61,-3,-180.89169977709864,0.0,1,-180.89169977709864,-180.89169977709864,-180.89169977709864
61,-1,-182.4786416176083,0.0,1,-182.4786416176083,-182.4786416176083,-182.4786416176083
61,0,-194.7912483317477,0.0,1,-194.7912483317477,-194.7912483317477,-194.7912483317477
62,-4,-178.62662811191836,0.0,1,-178.62662811191836,-178.62662811191836,-178.62662811191836
62,-3,-180.6146677927495,0.0,1,-180.6146677927495,-180.6146677927495,-180.6146677927495
62,-1,-182.4786416176083,0.0,1,-182.4786416176083,-182.4786416176083,-182.4786416176083
62,0,-194.7912483317477,0.0,1,-194.7912483317477,-194.7912483317477,-194.7912483317477
63,-4,-178.62662811191836,0.0,1,-178.62662811191836,-178.62662811191836,-178.62662811191836
63,-3,-180.6146677927495,0.0,1,-180.6146677927495,-180.6146677927495,-180.6146677927495
63,-1,-182.4786416176083,0.0,1,-182.4786416176083,-182.4786416176083,-182.4786416176083
63,0,-194.7912483317477,0.0,1,-194.7912483317477,-194.7912483317477,-194.7912483317477
64,-4,-177.74350895058407,0.0,1,-177.74350895058407,-177.74350895058407,-177.74350895058407
64,-3,-180.6146677927495,0.0,1,-180.6146677927495,-180.6146677927495,-180.6146677927495
64,-1,-182.4786416176083,0.0,1,-182.4786416176083,-182.4786416176083,-182.4786416176083
64,0,-194.7912483317477,0.0,1,-194.7912483317477,-194.7912483317477,-194.7912483317477
65,-4,-177.6098388958309,0.0,1,-177.6098388958309,-177.6098388958309,-177.6098388958309
65,-1,-179.87093883865742,0.0,1,-179.87093883865742,-179.87093883865742,-179.87093883865742
65,0,-194.73302264720763,0.0,1,-194.73302264720763,-194.73302264720763,-194.73302264720763
66,-4,-177.6098388958309,0.0,1,-177.6098388958309,-177.6098388958309,-177.6098388958309
66,-1,-179.87093883865742,0.0,1,-179.87093883865742,-179.87093883865742,-179.87093883865742
66,0,-194.73302264720763,0.0,1,-194.73302264720763,-194.73302264720763,-194.73302264720763
67,-4,-177.6098388958309,0.0,1,-177.6098388958309,-177.6098388958309,-177.6098388958309
67,-1,-179.87093883865742,0.0,1,-179.87093883865742,-179.87093883865742,-179.87093883865742
67,0,-194.73302264720763,0.0,1,-194.73302264720763,-194.73302264720763,-194.73302264720763
68,-4,-177.6098388958309,0.0,1,-177.6098388958309,-177.6098388958309,-177.6098388958309
68,-1,-179.87093883865742,0.0,1,-179.87093883865742,-179.87093883865742,-179.87093883865742
68,0,-194.62332222080062,0.0,1,-194.62332222080062,-194.62332222080062,-194.62332222080062
69,-4,-177.56596726764099,0.0,1,-177.56596726764099,-177.56596726764099,-177.56596726764099
69,-1,-179.87093883865742,0.0,1,-179.87093883865742,-179.87093883865742,-179.87093883865742
69,0,-194.62332222080062,0.0,1,-194.62332222080062,-194.62332222080062,-194.62332222080062
70,-4,-177.56596726764099,0.0,1,-177.56596726764099,-177.56596726764099,-177.56596726764099
70,-1,-179.87093883865742,0.0,1,-179.87093883865742,-179.87093883865742,-179.87093883865742
70,0,-194.62332222080062,0.0,1,-194.62332222080062,-194.62332222080062,-194.62332222080062
71,-4,-177.56596726764099,0.0,1,-177.56596726764099,-177.56596726764099,-177.56596726764099
71,-1,-179.87093883865742,0.0,1,-179.87093883865742,-179.87093883865742,-179.87093883865742
71,0,-194.60034983335464,0.0,1,-194.60034983335464,-194.60034983335464,-194.60034983335464
72,-4,-177.56596726764099,0.0,1,-177.56596726764099,-177.56596726764099,-177.56596726764099
72,-1,-179.87093883865742,0.0,1,-179.87093883865742,-179.87093883865742,-179.87093883865742
72,0,-194.60034983335464,0.0,1,-194.60034983335464,-194.60034983335464,-194.60034983335464
73,-4,-177.56596726764099,0.0,1,-177.56596726764099,-177.56596726764099,-177.56596726764099
73,-1,-179.87093883865742,0.0,1,-179.87093883865742,-179.87093883865742,-179.87093883865742
73,0,-194.60034983335464,0.0,1,-194.60034983335464,-194.60034983335464,-194.60034983335464
74,-4,-177.56596726764099,0.0,1,-177.56596726764099,-177.56596726764099,-177.56596726764099
74,-1,-179.87093883865742,0.0,1,-179.87093883865742,-179.87093883865742,-179.87093883865742
74,0,-194.58202231862887,0.0,1,-194.58202231862887,-194.58202231862887,-194.58202231862887
75,-4,-177.56596726764099,0.0,1,-177.56596726764099,-177.56596726764099,-177.56596726764099
75,-1,-179.87093883865742,0.0,1,-179.87093883865742,-179.87093883865742,-179.87093883865742
75,0,-194.58202231862887,0.0,1,-194.58202231862887,-194.58202231862887,-194.58202231862887
76,-4,-176.42003246488795,0.0,1,-176.42003246488795,-176.42003246488795,-176.42003246488795
76,-1,-178.90674112194586,0.0,1,-178.90674112194586,-178.90674112194586,-178.90674112194586
76,0,-194.57021988119263,0.0,1,-194.57021988119263,-194.57021988119263,-194.57021988119263
77,-4,-176.42003246488795,0.0,1,-176.42003246488795,-176.42003246488795,-176.42003246488795
77,-1,-178.90674112194586,0.0,1,-178.90674112194586,-178.90674112194586,-178.90674112194586
77,0,-194.57021988119263,0.0,1,-194.57021988119263,-194.57021988119263,-194.57021988119263
78,-4,-176.42003246488795,0.0,1,-176.42003246488795,-176.42003246488795,-176.42003246488795
78,-1,-178.90674112194586,0.0,1,-178.90674112194586,-178.90674112194586,-178.90674112194586
78,0,-194.57021988119263,0.0,1,-194.57021988119263,-194.57021988119263,-194.57021988119263
79,-4,-176.42003246488795,0.0,1,-176.42003246488795,-176.42003246488795,-176.42003246488795
79,-1,-178.8506374270438,0.0,1,-178.8506374270438,-178.8506374270438,-178.8506374270438
79,0,-194.32322524330945,0.0,1,-194.32322524330945,-194.32322524330945,-194.32322524330945
80,-4,-176.42003246488795,0.0,1,-176.42003246488795,-176.42003246488795,-176.42003246488795
80,-1,-178.8506374270438,0.0,1,-178.8506374270438,-178.8506374270438,-178.8506374270438
80,0,-194.32322524330945,0.0,1,-194.32322524330945,-194.32322524330945,-194.32322524330945
81,-4,-176.42003246488795,0.0,1,-176.42003246488795,-176.42003246488795,-176.42003246488795
81,-1,-178.8506374270438,0.0,1,-178.8506374270438,-178.8506374270438,-178.8506374270438
81,0,-194.32322524330945,0.0,1,-194.32322524330945,-194.32322524330945,-194.32322524330945
82,-4,-176.42003246488795,0.0,1,-176.42003246488795,-176.42003246488795,-176.42003246488795
82,-1,-178.8506374270438,0.0,1,-178.8506374270438,-178.8506374270438,-178.8506374270438
82,0,-194.32322524330945,0.0,1,-194.32322524330945,-194.32322524330945,-194.32322524330945
83,-4,-176.13032985134166,0.0,1,-176.13032985134166,-176.13032985134166,-176.13032985134166
83,-1,-178.8506374270438,0.0,1,-178.8506374270438,-178.8506374270438,-178.8506374270438
83,0,-194.32322524330945,0.0,1,-194.32322524330945,-194.32322524330945,-194.32322524330945
84,-4,-176.13032985134166,0.0,1,-176.13032985134166,-176.13032985134166,-176.13032985134166
84,-1,-178.8506374270438,0.0,1,-178.8506374270438,-178.8506374270438,-178.8506374270438
84,0,-194.32322524330945,0.0,1,-194.32322524330945,-194.32322524330945,-194.32322524330945
85,-4,-176.13032985134166,0.0,1,-176.13032985134166,-176.13032985134166,-176.13032985134166
85,-1,-178.8506374270438,0.0,1,-178.8506374270438,-178.8506374270438,-178.8506374270438
85,0,-194.32322524330945,0.0,1,-194.32322524330945,-194.32322524330945,-194.32322524330945
86,-4,-176.13032985134166,0.0,1,-176.13032985134166,-176.13032985134166,-176.13032985134166
86,-1,-178.8506374270438,0.0,1,-178.8506374270438,-178.8506374270438,-178.8506374270438
86,0,-194.32322524330945,0.0,1,-194.32322524330945,-194.32322524330945,-194.32322524330945
87,-4,-174.75934901253984,0.0,1,-174.75934901253984,-174.75934901253984,-174.75934901253984
87,-1,-178.8506374270438,0.0,1,-178.8506374270438,-178.8506374270438,-178.8506374270438
87,0,-194.32322524330945,0.0,1,-194.32322524330945,-194.32322524330945,-194.32322524330945
88,-4,-174.70802016090266,0.0,1,-174.70802016090266,-174.70802016090266,-174.70802016090266
88,-1,-178.8506374270438,0.0,1,-178.8506374270438,-178.8506374270438,-178.8506374270438
88,0,-194.32322524330945,0.0,1,-194.32322524330945,-194.32322524330945,-194.32322524330945
89,-4,-174.70802016090266,0.0,1,-174.70802016090266,-174.70802016090266,-174.70802016090266
89,-1,-178.8506374270438,0.0,1,-178.8506374270438,-178.8506374270438,-178.8506374270438
89,0,-194.2272309668211,0.0,1,-194.2272309668211,-194.2272309668211,-194.2272309668211
90,-4,-174.70802016090266,0.0,1,-174.70802016090266,-174.70802016090266,-174.70802016090266
90,-1,-178.8506374270438,0.0,1,-178.8506374270438,-178.8506374270438,-178.8506374270438
90,0,-194.2272309668211,0.0,1,-194.2272309668211,-194.2272309668211,-194.2272309668211
91,-4,-174.70802016090266,0.0,1,-174.70802016090266,-174.70802016090266,-174.70802016090266
91,-1,-178.8506374270438,0.0,1,-178.8506374270438,-178.8506374270438,-178.8506374270438
91,0,-194.2272309668211,0.0,1,-194.2272309668211,-194.2272309668211,-194.2272309668211
92,-4,-174.70802016090266,0.0,1,-174.70802016090266,-174.70802016090266,-174.70802016090266
92,-1,-178.8506374270438,0.0,1,-178.8506374270438,-178.8506374270438,-178.8506374270438
92,0,-194.2272309668211,0.0,1,-194.2272309668211,-194.2272309668211,-194.2272309668211
