generation,class,fitness_mean,fitness_std,n,fitness_median,fitness_q1,fitness_q3
9,-3,-104.03204843031696,3.4650026453574405,2,-104.03204843031696,-105.25711186399774,-102.80698499663617
9,-2,-102.98697538995312,0.0,1,-102.98697538995312,-102.98697538995312,-102.98697538995312
9,0,-119.62596000686035,12.222559058349699,3,-119.90884697386157,-125.80673353148805,-113.5866299657333
10,-3,-101.58192156295539,0.0,1,-101.58192156295539,-101.58192156295539,-101.58192156295539
10,-2,-99.8870398449439,4.383970890234472,2,-99.8870398449439,-101.4370076174485,-98.33707207243928
10,0,-118.2541711509733,10.262955229640315,3,-119.90884697386157,-123.74905024765744,-113.5866299657333
11,-3,-97.49189997421675,0.0,1,-97.49189997421675,-97.49189997421675,-97.49189997421675
11,-2,-99.8870398449439,4.383970890234472,2,-99.8870398449439,-101.4370076174485,-98.33707207243928
11,-1,-114.09515791584877,18.981820132425995,2,-114.09515791584877,-120.80624478329965,-107.38407104839789
11,0,-116.40310364272649,10.315951378742175,3,-114.35564444912114,-120.97244898528723,-110.81002870336309
12,-3,-97.49189997421675,0.0,1,-97.49189997421675,-97.49189997421675,-97.49189997421675
12,-2,-100.91951493237649,3.5787728066641034,3,-102.98446510724168,-102.9857202485974,-99.88578470358817
12,-1,-114.09515791584877,18.981820132425995,2,-114.09515791584877,-120.80624478329965,-107.38407104839789
12,0,-116.40310364272649,10.315951378742175,3,-114.35564444912114,-120.97244898528723,-110.81002870336309
13,-3,-96.65821276965258,4.409199596660421,2,-96.65821276965258,-98.21710023685438,-95.0993253024508
13,-2,-100.91951493237649,3.5787728066641034,3,-102.98446510724168,-102.9857202485974,-99.88578470358817
13,-1,-109.80529871456157,13.7948958183691,3,-103.06881141985112,-114.37145598136885,-101.87089780039906
13,0,-116.40310364272649,10.315951378742175,3,-114.35564444912114,-120.97244898528723,-110.81002870336309
14,-3,-93.54043783524901,0.0,1,-93.54043783524901,-93.54043783524901,-93.54043783524901
14,-2,-95.64763781184604,10.379390741793529,2,-95.64763781184604,-99.31730660089958,-91.97796902279251
14,-1,-105.25314985974931,17.708149883129266,3,-95.94663921938701,-110.81036988113681,-95.04267451818066
14,0,-116.40183198891579,10.316330194295853,3,-114.35182948768906,-120.97054150457119,-110.80812122264703
15,-3,-93.54043783524901,0.0,1,-93.54043783524901,-93.54043783524901,-93.54043783524901
15,-2,-95.64763781184604,10.379390741793529,2,-95.64763781184604,-99.31730660089958,-91.97796902279251
15,-1,-95.03633374935578,1.2694319390845412,2,-95.03633374935578,-95.48514571554652,-94.58752178316504
15,0,-109.4385061781464,6.228023676584772,3,-107.26441295760502,-111.86328490941999,-105.92668083660215
16,-3,-81.14134955573536,0.0,1,-81.14134955573536,-81.14134955573536,-81.14134955573536
16,-2,-90.31991594979687,2.8448542279319473,2,-90.31991594979687,-91.32572380782582,-89.31410809176792
16,-1,-101.99065144517606,12.078631237320751,3,-95.93395768173725,-105.91662225927692,-95.03633374935578
16,0,-106.96096014678749,8.234372506267722,3,-102.52712087310728,-109.49463886717112,-102.21036178956376
17,-3,-81.12626966984041,0.0,1,-81.12626966984041,-81.12626966984041,-81.12626966984041
17,-2,-89.57876305730545,3.893002700285358,2,-89.57876305730545,-90.95514736158012,-88.20237875303079
17,-1,-99.47206365654249,7.735168269179134,3,-95.93395768173725,-102.13874057632657,-95.03633374935578
17,0,-106.96096014678749,8.234372506267722,3,-102.52712087310728,-109.49463886717112,-102.21036178956376
18,-3,-81.12626966984041,0.0,1,-81.12626966984041,-81.12626966984041,-81.12626966984041
18,-2,-89.10496823374815,3.222955635028459,2,-89.10496823374815,-90.24445512624416,-87.96548134125214
18,-1,-99.47206365654249,7.735168269179134,3,-95.93395768173725,-102.13874057632657,-95.03633374935578
18,0,-106.96096014678749,8.234372506267722,3,-102.52712087310728,-109.49463886717112,-102.21036178956376
19,-3,-81.01618623744105,0.0,1,-81.01618623744105,-81.01618623744105,-81.01618623744105
19,-2,-84.00065722729369,3.9956302168696953,2,-84.00065722729369,-85.41332583802492,-82.58798861656247
19,-1,-99.1472934463571,7.176747007878407,3,-95.93395768173725,-101.6515852610485,-95.03633374935578
19,0,-102.80583403416908,7.605098122876458,3,-99.20076940378163,-105.37192094543563,-98.43721480770881
20,-2,-80.92129390077318,7.900035784711933,2,-80.92129390077318,-83.71437833826627,-78.12820946328007
20,-1,-98.77184527674375,6.53206459228084,3,-95.93395768173725,-101.08841300662846,-95.03633374935578
20,0,-102.80583403416908,7.605098122876458,3,-99.20076940378163,-105.37192094543563,-98.43721480770881
21,-2,-82.62171619811839,6.315028952252773,3,-86.0225607928088,-86.26501178428408,-80.67884290929788
21,-1,-98.77184527674375,6.53206459228084,3,-95.93395768173725,-101.08841300662846,-95.03633374935578
21,0,-102.80583403416908,7.605098122876458,3,-99.20076940378163,-105.37192094543563,-98.43721480770881
22,-2,-82.62171619811839,6.315028952252773,3,-86.0225607928088,-86.26501178428408,-80.67884290929788
22,-1,-97.80035189014738,7.332818907465839,3,-94.13870981697431,-100.190789074247,-93.57909366946123
22,0,-102.5062377243679,7.832431518034163,3,-98.30198047437811,-104.92252648073386,-97.98782034300704
23,-2,-81.11501485251596,5.396856372992171,3,-81.98735873895208,-84.00495976588044,-78.66124188236952
23,-1,-97.80035189014738,7.332818907465839,3,-94.13870981697431,-100.190789074247,-93.57909366946123
23,0,-101.95272023688797,6.874590176413016,3,-98.30198047437811,-104.092250249514,-97.98782034300704
24,-3,-66.12808391238477,0.0,1,-66.12808391238477,-66.12808391238477,-66.12808391238477
24,-2,-81.08517487486516,5.444827392421716,3,-81.98735873895208,-84.00495976588044,-78.61648191589333
24,-1,-97.80035189014738,7.332818907465839,3,-94.13870981697431,-100.190789074247,-93.57909366946123
24,0,-101.88334996527256,6.9400969349150765,3,-98.30198047437811,-104.092250249514,-97.88376493558391
25,-3,-65.9579361851397,0.0,1,-65.9579361851397,-65.9579361851397,-65.9579361851397
25,-2,-80.59152841951452,6.247019655237427,3,-81.98735873895208,-84.00495976588044,-77.87601223286738
25,-1,-97.80035189014738,7.332818907465839,3,-94.13870981697431,-100.190789074247,-93.57909366946123
25,0,-101.62193487705663,6.6559847329236295,3,-98.30198047437811,-103.79342757059882,-97.79046498217517
26,-3,-65.9579361851397,0.0,1,-65.9579361851397,-65.9579361851397,-65.9579361851397
26,-2,-80.59152841951452,6.247019655237427,3,-81.98735873895208,-84.00495976588044,-77.87601223286738
26,-1,-97.80035189014738,7.332818907465839,3,-94.13870981697431,-100.190789074247,-93.57909366946123
26,0,-100.9562071532916,7.369223181567105,3,-98.30198047437811,-103.79342757059882,-96.79187339652762
27,-3,-65.9579361851397,0.0,1,-65.9579361851397,-65.9579361851397,-65.9579361851397
27,-2,-79.88565021432605,7.414637378081573,3,-81.98735873895208,-84.00495976588044,-76.81719492508466
27,-1,-97.80035189014738,7.332818907465839,3,-94.13870981697431,-100.190789074247,-93.57909366946123
27,0,-100.85959205492081,7.423123927733548,3,-98.01213517926574,-103.64850492304265,-96.64695074897145
28,-3,-65.9579361851397,0.0,1,-65.9579361851397,-65.9579361851397,-65.9579361851397
28,-2,-79.88565021432605,7.414637378081573,3,-81.98735873895208,-84.00495976588044,-76.81719492508466
28,-1,-92.78500448693228,1.914428437202184,2,-92.78500448693228,-93.4618571519533,-92.10815182191128
28,0,-97.0687202233802,1.548352995071562,3,-97.91225917219772,-97.96219717573173,-96.59701274543744
29,-3,-65.9579361851397,0.0,1,-65.9579361851397,-65.9579361851397,-65.9579361851397
29,-2,-79.8417910828086,7.396355926192176,3,-81.85578134439974,-83.93917106860428,-76.75140622780849
29,-1,-91.07657232725853,4.330516367807166,2,-91.07657232725853,-92.60764107211642,-89.54550358240063
29,0,-97.0687202233802,1.548352995071562,3,-97.91225917219772,-97.96219717573173,-96.59701274543744
30,-3,-65.9579361851397,0.0,1,-65.9579361851397,-65.9579361851397,-65.9579361851397
30,-2,-79.8417910828086,7.396355926192176,3,-81.85578134439974,-83.93917106860428,-76.75140622780849
30,-1,-91.07657232725853,4.330516367807166,2,-91.07657232725853,-92.60764107211642,-89.54550358240063
30,0,-96.32948751408433,1.4717599142635136,3,-95.69456104431009,-96.85334811178791,-95.48816368149362
31,-3,-65.9579361851397,0.0,1,-65.9579361851397,-65.9579361851397,-65.9579361851397
31,-2,-79.63047160270553,7.748237606399887,3,-81.85578134439974,-83.93917106860428,-76.4344270076539
31,-1,-90.49062217377673,3.5018577138786178,2,-90.49062217377673,-91.72871584189372,-89.25252850565974
31,0,-94.89304937937618,3.5876316461753923,3,-95.69456104431009,-96.85334811178791,-93.33350647943138
32,-3,-65.9579361851397,0.0,1,-65.9579361851397,-65.9579361851397,-65.9579361851397
32,-2,-78.2471192882523,7.519375954046628,3,-77.70572440104009,-81.86414259692444,-74.35939853597407
32,-1,-90.49062217377673,3.5018577138786178,2,-90.49062217377673,-91.72871584189372,-89.25252850565974
32,0,-94.6590218704169,3.531668177851558,3,-94.99247851743227,-96.50230684834901,-92.98246521599248
33,-3,-65.23359094840848,0.0,1,-65.23359094840848,-65.23359094840848,-65.23359094840848
33,-2,-78.2471192882523,7.519375954046628,3,-77.70572440104009,-81.86414259692444,-74.35939853597407
33,-1,-90.49062217377673,3.5018577138786178,2,-90.49062217377673,-91.72871584189372,-89.25252850565974
33,0,-94.38636756411204,3.3095847395187628,3,-94.60596662204162,-96.0933253888917,-92.78920926829716
34,-3,-65.23359094840848,0.0,1,-65.23359094840848,-65.23359094840848,-65.23359094840848
34,-2,-78.14944265824063,7.531817960805432,3,-77.41269451100507,-81.71762765190694,-74.21288359095655
34,-1,-90.49062217377673,3.5018577138786178,2,-90.49062217377673,-91.72871584189372,-89.25252850565974
34,0,-94.38636756411204,3.3095847395187628,3,-94.60596662204162,-96.0933253888917,-92.78920926829716
35,-3,-65.23359094840848,0.0,1,-65.23359094840848,-65.23359094840848,-65.23359094840848
35,-2,-76.68898889047789,5.35089546590237,3,-77.41269451100507,-79.52694700026281,-74.21288359095655
35,-1,-88.30942030406402,6.586542980299883,2,-88.30942030406402,-90.63811490703736,-85.98072570109068
35,0,-93.89169241224624,3.3706929663917875,3,-93.12194116644426,-95.35131266109302,-92.04719654049848
36,-3,-65.17994813096848,0.0,1,-65.17994813096848,-65.17994813096848,-65.17994813096848
36,-2,-76.68898889047789,5.35089546590237,3,-77.41269451100507,-79.52694700026281,-74.21288359095655
36,-1,-88.30942030406402,6.586542980299883,2,-88.30942030406402,-90.63811490703736,-85.98072570109068
36,0,-93.89169241224624,3.3706929663917875,3,-93.12194116644426,-95.35131266109302,-92.04719654049848
37,-3,-63.8753811066695,0.0,1,-63.8753811066695,-63.8753811066695,-63.8753811066695
37,-2,-76.52423638971588,5.484239338871428,3,-77.19676050406932,-79.41897999679493,-73.96575483981354
37,-1,-88.30942030406402,6.586542980299883,2,-88.30942030406402,-90.63811490703736,-85.98072570109068
37,0,-92.84010558046293,4.168714015887708,3,-91.1932543516537,-94.38696925369774,-90.46981629282351
38,-3,-63.79809439776406,0.0,1,-63.79809439776406,-63.79809439776406,-63.79809439776406
38,-2,-76.46576328129805,5.576981834282778,3,-77.19676050406932,-79.41897999679493,-73.8780451771868
38,-1,-88.30942030406402,6.586542980299883,2,-88.30942030406402,-90.63811490703736,-85.98072570109068
38,0,-92.84010558046293,4.168714015887708,3,-91.1932543516537,-94.38696925369774,-90.46981629282351
39,-3,-63.79809439776406,0.0,1,-63.79809439776406,-63.79809439776406,-63.79809439776406
39,-2,-75.45960325795083,4.303237073340817,3,-77.19676050406932,-77.90973996177411,-73.8780451771868
39,-1,-86.7792121620904,8.750584087932701,2,-86.7792121620904,-89.87301083605057,-83.68541348813025
39,0,-92.84010558046293,4.168714015887708,3,-91.1932543516537,-94.38696925369774,-90.46981629282351
40,-3,-63.79809439776406,0.0,1,-63.79809439776406,-63.79809439776406,-63.79809439776406
40,-2,-75.45960325795083,4.303237073340817,3,-77.19676050406932,-77.90973996177411,-73.8780451771868
40,-1,-86.7792121620904,8.750584087932701,2,-86.7792121620904,-89.87301083605057,-83.68541348813025
40,0,-92.84010558046293,4.168714015887708,3,-91.1932543516537,-94.38696925369774,-90.46981629282351
41,-3,-63.79809439776406,0.0,1,-63.79809439776406,-63.79809439776406,-63.79809439776406
41,-2,-75.45960325795083,4.303237073340817,3,-77.19676050406932,-77.90973996177411,-73.8780451771868
41,-1,-86.7792121620904,8.750584087932701,2,-86.7792121620904,-89.87301083605057,-83.68541348813025
41,0,-92.84010558046293,4.168714015887708,3,-91.1932543516537,-94.38696925369774,-90.46981629282351
42,-3,-63.79809439776406,0.0,1,-63.79809439776406,-63.79809439776406,-63.79809439776406
42,-2,-75.14269684593262,4.845402204346532,3,-77.19676050406932,-77.90973996177411,-73.4026855591595
42,-1,-86.7792121620904,8.750584087932701,2,-86.7792121620904,-89.87301083605057,-83.68541348813025
42,0,-90.5606307958712,6.1301780489783795,3,-89.84136443687001,-93.4300384861954,-87.33158992604642
43,-3,-62.97205404802252,0.0,1,-62.97205404802252,-62.97205404802252,-62.97205404802252
43,-2,-74.4483335931311,4.543736846807256,3,-75.11367074566476,-76.86819508257182,-72.3611406799572
43,-1,-86.7792121620904,8.750584087932701,2,-86.7792121620904,-89.87301083605057,-83.68541348813025
43,0,-90.5606307958712,6.1301780489783795,3,-89.84136443687001,-93.4300384861954,-87.33158992604642
44,-3,-62.97205404802252,0.0,1,-62.97205404802252,-62.97205404802252,-62.97205404802252
44,-2,-74.4483335931311,4.543736846807256,3,-75.11367074566476,-76.86819508257182,-72.3611406799572
44,-1,-86.09855617574024,9.713177015139545,2,-86.09855617574024,-89.53268284287547,-82.664429508605
44,0,-90.5606307958712,6.1301780489783795,3,-89.84136443687001,-93.4300384861954,-87.33158992604642
45,-3,-62.97205404802252,0.0,1,-62.97205404802252,-62.97205404802252,-62.97205404802252
45,-2,-74.3302778527497,4.5223572831111145,3,-74.75950352452057,-76.69111147199973,-72.18405706938512
45,-1,-85.69861963573419,10.278772694104664,2,-85.69861963573419,-89.33271457287246,-82.06452469859593
45,0,-89.30174150497895,6.71192370355051,3,-86.0646965641932,-91.541704549857,-85.443255989708
46,-3,-62.97205404802252,0.0,1,-62.97205404802252,-62.97205404802252,-62.97205404802252
46,-2,-74.3302778527497,4.5223572831111145,3,-74.75950352452057,-76.69111147199973,-72.18405706938512
46,-1,-85.69861963573419,10.278772694104664,2,-85.69861963573419,-89.33271457287246,-82.06452469859593
46,0,-89.20648010338213,6.808629533266338,3,-86.0646965641932,-91.541704549857,-85.30036388731281
47,-3,-62.97205404802252,0.0,1,-62.97205404802252,-62.97205404802252,-62.97205404802252
47,-2,-74.3302778527497,4.5223572831111145,3,-74.75950352452057,-76.69111147199973,-72.18405706938512
47,-1,-84.82455759843526,11.514883081608275,2,-84.82455759843526,-88.89568355422298,-80.75343164264753
47,0,-87.88124999451588,8.007302858679964,3,-84.53603121043241,-90.7773718729766,-83.31251872401342
48,-3,-62.97205404802252,0.0,1,-62.97205404802252,-62.97205404802252,-62.97205404802252
48,-2,-74.06999942655362,4.697545074059881,3,-74.39806245826787,-76.49648797747004,-71.80754239149434
48,-1,-83.64499424386966,9.846728587903327,2,-83.64499424386966,-87.12633852237461,-80.16364996536473
48,0,-87.88124999451588,8.007302858679964,3,-84.53603121043241,-90.7773718729766,-83.31251872401342
49,-3,-62.97205404802252,0.0,1,-62.97205404802252,-62.97205404802252,-62.97205404802252
49,-2,-72.929264305471,4.98478289453238,3,-70.97585709501996,-74.78538529584608,-70.09643970987037
49,-1,-83.64499424386966,9.846728587903327,2,-83.64499424386966,-87.12633852237461,-80.16364996536473
49,0,-87.05002026561307,8.979631578226032,3,-84.53603121043241,-90.7773718729766,-82.0656741306592
50,-3,-62.97205404802252,0.0,1,-62.97205404802252,-62.97205404802252,-62.97205404802252
50,-2,-72.91573367897759,4.992785015324098,3,-70.9352652155398,-74.765089356106,-70.0761437701303
50,-1,-83.64499424386966,9.846728587903327,2,-83.64499424386966,-87.12633852237461,-80.16364996536473
50,0,-87.05002026561307,8.979631578226032,3,-84.53603121043241,-90.7773718729766,-82.0656741306592
51,-3,-62.97205404802252,0.0,1,-62.97205404802252,-62.97205404802252,-62.97205404802252
51,-2,-72.91573367897759,4.992785015324098,3,-70.9352652155398,-74.765089356106,-70.0761437701303
51,-1,-82.91179560047559,8.809829122501856,2,-82.91179560047559,-86.02654055728348,-79.79705064366769
51,0,-86.60825917163704,8.24669028551046,3,-84.53603121043241,-90.11473023201258,-82.0656741306592
52,-3,-62.97205404802252,0.0,1,-62.97205404802252,-62.97205404802252,-62.97205404802252
52,-2,-72.83245712837581,5.049559119438104,3,-70.72169617475123,-74.65830483571172,-69.95122894422761
52,-1,-82.91179560047559,8.809829122501856,2,-82.91179560047559,-86.02654055728348,-79.79705064366769
52,0,-85.24088546986893,10.118545897005385,3,-84.53603121043241,-90.11473023201258,-80.01461357800703
53,-3,-62.97205404802252,0.0,1,-62.97205404802252,-62.97205404802252,-62.97205404802252
53,-2,-72.83245712837581,5.049559119438104,3,-70.72169617475123,-74.65830483571172,-69.95122894422761
53,-1,-82.91179560047559,8.809829122501856,2,-82.91179560047559,-86.02654055728348,-79.79705064366769
53,0,-85.22212059251338,10.089479933336788,3,-84.53603121043241,-90.08658291597925,-80.01461357800703
54,-3,-62.97205404802252,0.0,1,-62.97205404802252,-62.97205404802252,-62.97205404802252
54,-2,-72.83245712837581,5.049559119438104,3,-70.72169617475123,-74.65830483571172,-69.95122894422761
54,-1,-80.61556583551787,6.084372343059426,2,-80.61556583551787,-82.76671630703848,-78.46441536399726
54,0,-85.19974437659924,10.054847666789161,3,-84.53603121043241,-90.05301859210803,-80.01461357800703
55,-3,-62.97205404802252,0.0,1,-62.97205404802252,-62.97205404802252,-62.97205404802252
55,-2,-72.83245712837581,5.049559119438104,3,-70.72169617475123,-74.65830483571172,-69.95122894422761
55,-1,-80.61556583551787,6.084372343059426,2,-80.61556583551787,-82.76671630703848,-78.46441536399726
55,0,-85.19974437659924,10.054847666789161,3,-84.53603121043241,-90.05301859210803,-80.01461357800703
56,-3,-62.97205404802252,0.0,1,-62.97205404802252,-62.97205404802252,-62.97205404802252
56,-2,-72.83245712837581,5.049559119438104,3,-70.72169617475123,-74.65830483571172,-69.95122894422761
56,-1,-80.61556583551787,6.084372343059426,2,-80.61556583551787,-82.76671630703848,-78.46441536399726
56,0,-85.19974437659924,10.054847666789161,3,-84.53603121043241,-90.05301859210803,-80.01461357800703
57,-3,-62.97205404802252,0.0,1,-62.97205404802252,-62.97205404802252,-62.97205404802252
57,-2,-72.83245712837581,5.049559119438104,3,-70.72169617475123,-74.65830483571172,-69.95122894422761
57,-1,-80.57516045477371,6.027230505618199,2,-80.57516045477371,-82.70610823592224,-78.44421267362519
57,0,-85.19974437659924,10.054847666789161,3,-84.53603121043241,-90.05301859210803,-80.01461357800703
58,-3,-62.50021475309979,0.0,1,-62.50021475309979,-62.50021475309979,-62.50021475309979
58,-2,-72.80035892141228,5.084562597798859,3,-70.72169617475123,-74.65830483571172,-69.9030816337823
58,-1,-80.57516045477371,6.027230505618199,2,-80.57516045477371,-82.70610823592224,-78.44421267362519
58,0,-85.19974437659924,10.054847666789161,3,-84.53603121043241,-90.05301859210803,-80.01461357800703
59,-3,-62.50021475309979,0.0,1,-62.50021475309979,-62.50021475309979,-62.50021475309979
59,-2,-72.80035892141228,5.084562597798859,3,-70.72169617475123,-74.65830483571172,-69.9030816337823
59,-1,-80.24198071229199,6.498417816143831,2,-80.24198071229199,-82.53951836468137,-77.9444430599026
59,0,-85.19974437659924,10.054847666789161,3,-84.53603121043241,-90.05301859210803,-80.01461357800703
60,-3,-62.50021475309979,0.0,1,-62.50021475309979,-62.50021475309979,-62.50021475309979
60,-2,-72.80035892141228,5.084562597798859,3,-70.72169617475123,-74.65830483571172,-69.9030816337823
60,-1,-80.24198071229199,6.498417816143831,2,-80.24198071229199,-82.53951836468137,-77.9444430599026
60,0,-84.25905787016814,9.23040966173977,3,-84.53603121043241,-88.94194745440974,-79.71465495605867
61,-3,-62.50021475309979,0.0,1,-62.50021475309979,-62.50021475309979,-62.50021475309979
61,-2,-72.79509177550516,5.0877997110094855,3,-70.70589473702985,-74.65040411685104,-69.89518091492162
61,-1,-80.24198071229199,6.498417816143831,2,-80.24198071229199,-82.53951836468137,-77.9444430599026
61,0,-84.25905787016814,9.23040966173977,3,-84.53603121043241,-88.94194745440974,-79.71465495605867
62,-3,-62.50021475309979,0.0,1,-62.50021475309979,-62.50021475309979,-62.50021475309979
62,-2,-69.89518091492162,1.1465224824287827,2,-69.89518091492162,-70.30053782597574,-69.48982400386751
62,-1,-75.11880847515394,0.7468418439900795,2,-75.11880847515394,-75.38285694133357,-74.85476000897432
62,0,-84.00460020976753,8.857570763233934,3,-84.53603121043241,-88.56026096380883,-79.71465495605867
63,-3,-62.50021475309979,0.0,1,-62.50021475309979,-62.50021475309979,-62.50021475309979
63,-2,-69.81177696344845,1.0285714830999144,2,-69.81177696344845,-70.17543189876598,-69.44812202813092
63,-1,-75.11880847515394,0.7468418439900795,2,-75.11880847515394,-75.38285694133357,-74.85476000897432
63,0,-84.00460020976753,8.857570763233934,3,-84.53603121043241,-88.56026096380883,-79.71465495605867
64,-3,-62.36135355477595,0.0,1,-62.36135355477595,-62.36135355477595,-62.36135355477595
64,-2,-69.7994497112985,1.0460048502771788,2,-69.7994497112985,-70.169268272691,-69.42963114990599
64,-1,-75.11880847515394,0.7468418439900795,2,-75.11880847515394,-75.38285694133357,-74.85476000897432
64,0,-84.00460020976753,8.857570763233934,3,-84.53603121043241,-88.56026096380883,-79.71465495605867
65,-3,-62.36135355477595,0.0,1,-62.36135355477595,-62.36135355477595,-62.36135355477595
65,-2,-69.7994497112985,1.0460048502771788,2,-69.7994497112985,-70.169268272691,-69.42963114990599
65,-1,-75.11880847515394,0.7468418439900795,2,-75.11880847515394,-75.38285694133357,-74.85476000897432
65,0,-84.00460020976753,8.857570763233934,3,-84.53603121043241,-88.56026096380883,-79.71465495605867
66,-3,-62.36135355477595,0.0,1,-62.36135355477595,-62.36135355477595,-62.36135355477595
66,-2,-69.7994497112985,1.0460048502771788,2,-69.7994497112985,-70.169268272691,-69.42963114990599
66,-1,-75.11880847515394,0.7468418439900795,2,-75.11880847515394,-75.38285694133357,-74.85476000897432
66,0,-83.92662064212983,8.978100745704966,3,-84.53603121043241,-88.56026096380883,-79.59768560460213
67,-3,-62.276601960868746,0.0,1,-62.276601960868746,-62.276601960868746,-62.276601960868746
67,-2,-69.40952382687499,0.49456637620513916,2,-69.40952382687499,-69.58437944605575,-69.23466820769424
67,-1,-75.06355993917715,0.8249750728697248,2,-75.06355993917715,-75.35523267334517,-74.77188720500914
67,0,-83.04449081757575,7.747816198850439,3,-84.53603121043241,-87.23706622697769,-79.59768560460213
68,-3,-62.276601960868746,0.0,1,-62.276601960868746,-62.276601960868746,-62.276601960868746
68,-2,-69.40952382687499,0.49456637620513916,2,-69.40952382687499,-69.58437944605575,-69.23466820769424
68,-1,-75.06355993917715,0.8249750728697248,2,-75.06355993917715,-75.35523267334517,-74.77188720500914
68,0,-81.78131939469752,8.185482763263394,3,-81.8384224517441,-85.88826184763353,-77.7029284702848
69,-3,-62.276601960868746,0.0,1,-62.276601960868746,-62.276601960868746,-62.276601960868746
69,-2,-69.40952382687499,0.49456637620513916,2,-69.40952382687499,-69.58437944605575,-69.23466820769424
69,-1,-72.77188982859818,4.065886023735549,2,-72.77188982859818,-74.20939761805569,-71.33438203914068
69,0,-81.68166964301666,8.037005314758797,3,-81.8384224517441,-85.73878722011224,-77.7029284702848
70,-3,-62.276601960868746,0.0,1,-62.276601960868746,-62.276601960868746,-62.276601960868746
70,-2,-69.40952382687499,0.49456637620513916,2,-69.40952382687499,-69.58437944605575,-69.23466820769424
70,-1,-72.77188982859818,4.065886023735549,2,-72.77188982859818,-74.20939761805569,-71.33438203914068
70,0,-81.44978989834156,8.390431419468005,3,-81.8384224517441,-85.73878722011224,-77.35510885327214
71,-3,-62.276601960868746,0.0,1,-62.276601960868746,-62.276601960868746,-62.276601960868746
71,-2,-69.40952382687499,0.49456637620513916,2,-69.40952382687499,-69.58437944605575,-69.23466820769424
71,-1,-72.77188982859818,4.065886023735549,2,-72.77188982859818,-74.20939761805569,-71.33438203914068
71,0,-81.44879118727935,8.388969303647,3,-81.8384224517441,-85.73728915351893,-77.35510885327214
72,-3,-62.276601960868746,0.0,1,-62.276601960868746,-62.276601960868746,-62.276601960868746
72,-2,-69.40126920974534,0.5062401677021044,2,-69.40126920974534,-69.58025213749093,-69.22228628199974
72,-1,-72.77188982859818,4.065886023735549,2,-72.77188982859818,-74.20939761805569,-71.33438203914068
72,0,-81.44879118727935,8.388969303647,3,-81.8384224517441,-85.73728915351893,-77.35510885327214
73,-3,-61.87278113824485,0.0,1,-61.87278113824485,-61.87278113824485,-61.87278113824485
73,-2,-69.39256290526998,0.5185527415692839,2,-69.39256290526998,-69.57589898525325,-69.20922682528673
